_id.Age,_id.BusinessTravel,_id.DailyRate,_id.Department,_id.DistanceFromHome,_id.Education,_id.EducationField,_id.EnvironmentSatisfaction,_id.Gender,_id.HourlyRate,_id.JobInvolvement,_id.JobLevel,_id.JobRole,_id.JobSatisfaction,_id.MaritalStatus,_id.MonthlyIncome,_id.MonthlyRate,_id.NumCompaniesWorked,_id.OverTime,_id.PercentSalaryHike,_id.PerformanceRating,_id.RelationshipSatisfaction,_id.StockOptionLevel,_id.TotalWorkingYears,_id.TrainingTimesLastYear,_id.WorkLifeBalance,_id.YearsAtCompany,_id.YearsInCurrentRole,_id.YearsSinceLastPromotion,_id.YearsWithCurrManager,target
22,2,768,1,1,3,1,2,1,22,1,0,6,2,2,285,31,2,0,3,0,3,0,8,2,2,2,2,2,2,0
11,1,221,1,23,1,1,3,1,43,1,0,6,3,2,177,730,1,1,13,1,1,0,1,3,1,1,0,1,0,1
27,2,587,1,19,2,3,1,1,65,0,2,0,0,0,1123,1027,2,1,7,0,1,1,24,2,2,7,7,0,7,0
29,2,860,2,1,3,1,3,0,35,1,0,8,3,2,372,639,1,1,7,0,0,0,3,3,1,3,2,1,2,0
17,1,490,2,11,3,4,3,1,6,2,1,7,3,2,590,494,3,1,13,1,0,0,13,2,3,11,9,6,7,1
22,2,448,1,1,0,3,3,0,56,1,0,6,3,2,145,1214,0,1,9,1,3,0,5,2,1,4,2,2,3,0
36,2,174,1,18,3,3,3,0,65,2,1,4,0,0,751,1198,9,1,0,0,1,2,9,4,2,5,3,1,4,0
27,0,682,1,1,1,3,0,1,35,1,3,3,3,1,1245,1066,9,0,12,1,3,1,22,1,2,20,8,11,8,0
34,2,388,1,0,3,1,2,1,35,1,4,3,2,1,1348,215,0,0,3,0,0,1,34,5,2,32,18,11,9,0
8,2,233,1,2,2,1,0,0,59,2,0,6,3,1,49,530,1,0,10,1,0,0,1,5,2,1,0,0,0,0
20,2,164,1,0,0,1,2,0,13,2,0,6,0,2,223,723,3,0,6,0,3,0,8,3,1,0,0,0,0,0
41,2,614,2,0,1,5,1,1,36,2,2,3,3,1,1150,528,3,1,3,0,2,1,14,1,0,6,4,0,4,0
33,2,136,1,2,2,3,3,0,68,2,3,0,1,2,1199,305,3,0,7,0,2,0,21,6,2,7,7,1,0,0
17,2,420,1,8,3,1,2,1,67,1,1,0,1,2,869,997,9,0,8,0,2,0,10,5,2,1,1,0,0,0
15,2,307,2,0,2,3,0,1,18,3,1,7,0,0,482,1144,1,0,11,1,0,1,9,5,2,9,8,0,8,0
38,1,509,2,5,2,1,2,0,56,3,3,7,0,1,1172,933,9,0,0,0,3,3,36,0,1,7,7,7,7,0
14,0,125,1,0,2,1,3,1,31,2,0,2,3,0,130,415,0,0,1,0,1,1,4,2,2,3,0,0,2,0
16,1,330,1,2,0,1,0,1,15,2,1,0,3,2,960,1172,0,0,6,0,2,0,7,1,1,6,2,0,4,0
25,1,609,1,26,2,1,2,0,53,2,2,4,0,1,1121,551,8,0,0,0,2,1,18,1,2,8,7,0,1,0
22,2,752,1,23,1,5,0,1,32,2,1,6,3,0,378,1305,1,0,6,0,0,2,9,3,2,9,8,4,7,0
12,2,609,2,11,2,5,1,0,53,2,1,7,2,2,874,1003,0,0,0,0,1,0,6,6,2,5,4,4,4,0
23,2,281,1,6,1,3,3,0,12,2,1,4,2,2,663,1244,6,0,3,0,1,0,8,6,2,2,2,2,1,0
24,2,141,1,23,2,3,3,1,26,2,2,4,0,1,937,285,1,1,10,1,3,1,10,5,1,10,9,5,8,0
25,2,515,1,2,2,1,2,1,66,0,4,5,3,1,1340,948,3,0,3,0,1,1,25,2,2,8,7,0,7,0
16,1,128,2,1,3,2,2,0,45,2,0,8,2,1,101,541,6,0,7,0,3,1,6,3,2,4,3,1,2,0
34,0,428,2,1,3,1,0,1,49,1,4,3,2,2,1303,1096,1,1,7,0,3,0,33,2,3,32,7,15,12,0
13,2,162,0,17,4,0,3,1,59,3,0,1,0,1,323,1124,0,0,6,0,2,0,2,4,2,1,0,0,0,1
26,2,266,0,0,2,1,2,0,14,2,0,1,3,0,359,115,4,1,7,0,0,3,8,2,2,2,2,2,2,0
16,2,336,1,7,2,3,1,1,52,3,1,2,2,1,554,483,2,0,1,0,0,0,6,3,3,4,3,1,2,0
7,2,804,2,17,0,1,0,1,63,3,1,7,2,1,833,611,2,0,0,0,1,0,6,3,1,3,2,1,2,0
15,2,517,1,0,4,3,0,0,65,3,3,5,2,0,1229,1191,4,0,8,0,2,1,10,2,2,6,1,0,5,0
6,1,272,2,23,2,3,3,1,8,2,0,8,3,1,165,198,0,0,2,0,2,2,3,3,2,2,2,2,1,0
13,1,271,1,19,2,1,0,1,36,2,2,0,2,1,1057,1212,3,0,1,0,0,0,12,2,2,1,0,0,0,1
17,2,224,1,3,1,4,2,1,45,2,0,2,3,0,32,521,1,0,1,0,2,1,1,3,2,1,0,0,0,0
12,2,476,1,6,3,1,2,1,19,2,1,2,2,0,404,540,1,0,2,0,0,3,10,4,1,10,7,8,9,0
15,2,222,1,12,0,1,1,0,23,2,0,6,3,2,397,877,3,0,7,0,0,0,5,4,2,3,2,0,2,0
20,2,147,1,16,0,1,2,0,35,1,2,0,2,1,1010,1314,0,0,7,0,0,1,20,4,1,19,9,1,9,0
13,1,639,2,6,3,2,0,0,38,2,2,7,0,1,1045,362,2,0,3,0,3,2,9,3,2,3,2,2,2,0
13,1,366,2,0,3,1,1,0,20,0,0,8,2,2,14,815,1,0,1,0,1,0,1,3,2,1,0,0,0,1
20,2,462,1,0,3,1,1,0,3,3,1,0,3,2,951,995,0,0,2,0,2,0,10,4,1,9,7,1,8,0
11,2,37,1,14,1,1,3,0,19,1,1,2,2,2,506,615,0,1,1,0,3,0,10,3,2,9,5,0,8,0
31,2,675,2,10,2,2,2,0,13,2,2,7,3,1,957,224,1,0,7,0,0,2,9,3,3,9,8,7,7,1
22,2,358,2,9,3,2,0,1,37,1,2,7,1,0,1049,1076,2,0,1,0,1,1,11,2,1,1,0,0,0,0
21,1,533,1,21,2,3,3,0,52,2,2,4,0,2,1126,169,1,1,2,0,2,0,21,2,2,21,6,2,8,0
15,1,650,2,0,2,1,2,0,12,3,1,7,0,1,726,61,2,0,8,0,0,2,10,3,2,5,3,1,3,0
12,2,340,1,16,3,3,1,0,65,2,2,3,0,1,1151,1374,1,1,12,1,3,2,9,2,2,9,1,0,8,0
40,2,376,2,9,3,3,3,1,7,2,3,7,2,2,1205,1300,0,0,2,0,2,0,38,1,1,35,10,1,8,0
13,2,237,1,6,1,3,1,0,1,2,1,4,0,1,531,113,1,0,1,0,1,1,13,5,0,13,10,3,12,0
15,2,355,1,4,2,1,3,1,4,1,2,0,3,0,926,1113,4,0,4,0,2,1,9,2,2,3,2,1,2,0
7,2,535,1,0,2,5,0,1,51,2,0,2,3,1,368,157,4,0,0,0,1,1,7,2,1,3,2,0,2,0
22,0,651,1,7,1,1,3,1,42,2,1,0,3,0,485,392,3,1,7,0,2,0,8,2,2,2,2,2,2,0
11,2,509,1,9,2,1,3,0,62,1,0,6,0,2,166,548,6,1,9,1,2,0,3,5,2,0,0,0,0,1
13,1,419,2,25,3,2,0,1,33,2,1,7,3,1,764,1099,1,1,0,0,2,0,10,4,2,10,7,0,8,1
17,2,726,1,0,3,1,3,0,10,3,0,6,2,2,191,646,3,0,2,0,2,0,7,0,2,2,2,2,2,0
30,2,456,2,1,0,2,1,1,26,3,1,7,1,1,978,945,3,0,1,0,3,0,12,3,2,2,2,2,2,0
28,2,264,2,0,1,2,1,0,62,2,2,7,0,0,1099,6,1,0,14,1,2,3,24,2,2,24,13,15,7,0
6,2,855,2,0,0,5,0,0,32,2,0,8,1,2,362,1151,1,1,5,0,1,0,6,4,2,5,3,1,4,1
27,2,61,1,5,3,4,3,1,22,2,2,5,0,1,1175,748,4,1,3,0,1,0,17,3,3,0,0,0,0,0
18,0,705,2,7,3,5,0,1,54,2,1,7,3,0,675,1376,4,0,2,0,3,2,12,3,2,7,7,0,7,0
26,1,178,2,0,4,2,0,0,49,2,1,7,2,1,624,427,7,0,1,0,2,1,11,4,1,1,0,0,0,0
30,2,710,1,0,3,1,3,0,10,1,3,3,0,1,1220,921,7,0,0,0,0,1,21,3,0,3,2,0,2,0
36,2,696,1,1,3,5,0,0,30,2,2,5,2,1,1188,1281,9,0,1,0,0,1,16,5,0,4,3,0,3,0
16,2,876,2,3,2,1,2,1,34,2,2,7,3,1,1050,1304,2,1,2,0,3,3,9,3,2,5,3,1,0,0
9,2,551,1,6,2,3,3,0,25,1,1,0,0,2,902,1246,8,0,8,0,0,0,9,2,0,7,6,0,7,0
29,2,557,1,1,1,3,0,0,35,2,1,4,3,0,673,314,5,0,2,0,2,3,20,2,2,5,0,0,4,0
22,2,648,1,0,3,1,0,1,68,2,3,3,0,0,1247,969,2,0,0,0,0,1,22,3,2,19,7,11,16,0
21,2,722,1,9,0,3,2,1,35,2,2,5,2,2,1183,344,7,0,10,1,2,0,9,3,2,4,3,2,2,0
17,1,476,2,17,4,1,1,1,41,2,2,7,0,1,1022,527,1,0,11,1,3,1,9,3,1,9,8,1,8,0
40,2,596,1,0,2,3,3,0,46,2,4,5,0,1,1338,1179,3,1,10,1,2,1,32,3,2,9,8,1,5,0
27,2,782,1,6,2,1,1,1,29,2,2,6,0,0,1053,961,2,0,6,0,2,1,25,2,2,1,0,0,0,0
10,2,502,1,14,1,1,0,1,20,2,0,2,2,0,94,1183,1,0,5,0,3,1,4,5,1,4,2,2,2,0
7,2,698,1,3,0,5,3,1,2,2,0,2,3,1,431,141,1,1,4,0,1,1,7,3,3,7,7,5,6,1
12,2,775,2,28,3,1,2,1,31,2,1,7,0,0,496,640,8,0,8,0,2,3,8,3,2,4,3,0,3,0
28,1,691,2,4,3,2,0,1,68,2,1,7,3,2,788,1064,4,1,10,1,2,0,14,4,2,9,6,0,8,0
17,2,698,2,17,2,3,2,0,56,2,1,7,2,1,593,247,1,0,5,0,1,0,5,3,2,5,2,1,0,0
5,2,172,1,0,1,1,3,1,17,2,0,6,2,1,9,856,1,0,11,1,3,1,1,2,2,1,0,0,1,0
31,2,728,1,6,2,4,1,1,1,1,2,0,2,2,1133,581,8,0,13,1,2,0,26,2,2,5,2,0,0,0
16,2,375,1,18,2,1,1,0,5,1,0,6,3,1,316,1057,1,0,1,0,1,0,10,3,2,10,9,8,7,0
25,0,156,1,8,2,1,0,1,22,2,0,6,2,2,176,1331,4,0,2,0,2,0,7,2,1,3,2,1,2,0
34,2,594,1,0,1,1,3,1,40,2,3,3,3,1,1258,681,2,0,4,0,1,1,26,2,1,9,8,7,8,0
24,2,229,1,1,1,3,3,1,5,2,3,3,0,1,1274,717,0,0,6,0,3,1,23,3,2,22,6,13,7,0
12,2,130,1,15,2,1,2,1,28,3,1,0,2,1,708,413,3,0,5,0,2,1,10,3,2,7,0,1,7,0
20,1,231,1,11,2,1,0,1,15,1,1,0,0,0,838,126,2,0,4,0,2,1,13,3,1,4,3,1,2,0
40,1,433,1,1,0,1,3,1,27,1,0,2,3,0,160,652,9,1,3,0,3,1,3,3,1,1,0,0,0,1
17,2,128,2,26,2,1,2,1,54,2,1,7,3,2,792,659,1,1,7,0,3,0,10,2,2,10,7,7,7,1
18,2,668,2,2,3,2,0,0,69,2,1,7,1,2,1029,1082,3,1,5,0,3,0,15,3,2,5,4,0,1,0
8,1,300,1,0,1,1,0,0,41,0,0,2,3,0,543,185,3,0,3,0,0,1,5,2,2,2,2,2,0,0
34,2,107,2,1,0,2,0,0,27,0,4,3,3,1,1342,1373,1,0,4,0,3,1,33,3,2,31,14,6,9,1
13,1,261,1,1,2,1,1,1,64,2,0,2,3,1,436,1100,6,1,2,0,2,1,7,2,0,2,2,2,2,1
32,1,632,1,0,2,1,0,0,43,2,4,5,1,1,1282,452,3,1,8,0,0,0,28,1,1,8,3,0,7,0
40,2,117,1,1,3,1,3,1,1,2,4,5,1,2,1316,1368,7,1,1,0,3,0,39,2,2,30,15,13,8,1
8,2,536,2,3,3,2,3,1,18,1,1,7,3,2,793,373,1,1,1,0,1,0,8,0,2,8,7,7,4,1
15,2,623,1,3,3,3,0,0,52,1,0,2,1,1,450,357,8,0,0,0,3,0,8,5,2,5,4,0,2,0
14,1,176,2,4,1,1,1,1,18,2,1,7,1,1,867,398,1,0,3,0,3,1,10,3,2,10,8,5,3,0
40,0,159,2,1,2,3,1,1,22,2,3,3,1,0,1230,1190,4,0,11,1,3,1,37,0,1,16,9,14,14,0
20,1,819,1,9,0,3,2,1,36,2,0,6,2,1,242,588,0,0,6,0,1,1,3,0,1,2,1,0,2,0
29,2,225,1,0,2,5,0,1,44,2,0,6,3,1,389,479,7,0,1,0,2,1,17,2,1,6,5,1,2,0
9,0,740,1,7,4,1,0,1,57,0,0,2,2,1,597,226,1,0,8,0,3,3,3,4,2,3,2,1,2,0
10,1,573,1,0,2,3,0,1,15,1,0,2,1,0,219,302,1,0,4,0,0,2,1,2,2,1,0,0,0,1
27,2,536,1,27,2,5,3,1,67,2,0,6,3,1,74,140,4,0,9,1,3,1,8,3,2,5,4,0,3,0
18,1,753,1,5,3,1,0,1,50,3,1,2,0,1,759,1015,3,1,2,0,3,1,9,3,2,3,2,0,2,0
13,2,26,1,11,0,3,2,0,65,2,0,6,3,1,461,288,8,1,12,1,2,1,7,0,2,4,2,0,2,0
19,1,141,2,3,3,2,0,1,11,2,0,8,3,0,279,22,4,0,6,0,2,1,13,2,2,9,8,5,8,0
21,1,370,1,6,1,3,2,1,24,1,4,3,3,1,1317,1104,1,0,4,0,0,1,21,2,2,21,9,13,3,0
15,2,695,2,7,3,2,2,1,9,2,1,7,2,0,925,1062,0,0,1,0,3,0,6,3,2,5,0,1,2,0
19,2,185,1,6,3,3,0,1,0,2,2,5,2,2,1195,1342,4,0,2,0,0,0,16,3,3,5,2,0,2,0
3,2,842,1,17,0,4,3,0,35,2,0,6,3,2,246,397,1,0,8,0,0,0,1,3,1,1,0,0,0,1
22,2,338,2,3,3,2,2,1,37,1,2,7,3,1,1125,380,7,0,0,0,0,1,15,2,1,12,11,2,11,0
21,2,662,2,2,1,3,3,0,11,2,1,7,2,1,702,908,4,1,7,0,0,0,12,3,1,1,0,0,0,1
26,2,623,2,4,2,2,1,1,58,2,4,3,1,1,1284,386,7,0,0,0,2,1,26,5,2,22,9,3,10,0
31,2,225,1,5,0,1,2,0,11,1,3,0,2,1,1207,556,2,1,8,0,1,1,30,3,2,15,11,2,12,0
21,1,425,2,19,2,1,2,1,53,2,1,7,3,0,497,978,2,0,7,0,3,1,7,6,2,2,1,2,2,0
11,2,617,1,0,3,3,0,1,6,2,0,6,3,1,630,1384,9,1,3,0,1,3,4,3,3,2,2,2,2,1
26,2,684,1,3,1,1,2,1,62,3,4,3,0,0,1311,891,1,0,3,0,3,2,26,4,1,25,9,14,13,0
20,2,688,1,8,1,1,1,1,41,2,0,6,3,0,625,710,2,0,8,0,3,2,10,0,3,5,2,0,3,0
14,1,202,1,23,3,1,0,1,50,2,1,2,3,1,713,1106,1,0,4,0,3,2,10,2,2,10,8,4,7,0
14,2,87,2,0,3,3,1,1,38,1,0,8,1,1,109,923,0,0,3,0,1,1,3,2,2,2,2,2,2,0
40,2,473,1,22,3,1,0,1,58,2,0,6,2,0,155,1381,1,0,1,0,3,2,2,3,2,2,2,2,2,0
33,2,869,1,7,3,1,1,1,51,1,2,5,1,1,1160,783,5,0,5,0,3,2,16,5,0,10,9,4,7,0
35,1,15,2,1,2,2,2,0,8,1,2,7,1,1,946,1256,2,0,1,0,0,1,30,2,2,15,7,6,12,0
31,2,230,1,19,3,3,2,0,66,2,1,4,0,1,873,201,1,0,3,0,2,0,16,2,1,15,11,5,11,0
14,1,89,1,4,1,1,0,0,17,3,0,6,2,2,173,759,3,1,3,0,0,0,8,2,2,4,1,0,3,1
37,1,23,1,17,3,3,2,1,32,2,1,0,1,1,849,632,3,1,3,0,3,2,17,3,2,8,7,6,7,0
11,2,818,1,20,3,1,1,0,21,3,2,4,0,0,1067,478,1,0,0,0,2,1,10,1,2,10,9,8,8,0
17,2,359,2,6,0,1,3,1,46,2,0,8,2,1,166,817,1,0,2,0,0,1,1,3,2,1,0,0,0,0
30,1,394,2,6,1,3,3,0,65,2,0,8,2,1,232,560,2,1,0,0,2,2,19,3,2,9,7,7,7,1
23,2,303,1,27,3,1,0,0,30,1,3,4,1,1,1189,213,0,0,12,1,2,1,21,3,2,20,7,0,10,0
8,2,297,2,9,2,3,2,1,16,2,1,7,3,2,609,412,1,0,2,0,0,0,5,4,2,5,3,1,2,0
16,1,464,1,14,2,3,1,1,41,2,3,5,0,0,1254,576,7,0,3,0,3,2,16,3,1,14,8,6,9,0
18,1,275,2,2,3,3,0,1,18,1,2,7,3,1,1048,306,4,0,0,0,0,1,16,2,2,13,9,1,12,0
12,1,575,1,4,3,1,1,1,45,1,0,6,3,0,443,17,9,0,1,0,1,1,10,3,1,5,4,0,3,0
28,2,103,1,20,1,3,3,0,36,2,1,0,1,1,1017,515,4,0,11,1,3,1,13,2,3,9,7,3,7,1
11,2,190,1,24,4,5,2,0,41,1,0,6,1,1,202,936,5,0,5,0,1,0,6,2,3,2,2,1,1,1
9,2,444,1,5,3,3,0,0,36,1,0,6,2,0,90,164,0,0,1,0,2,2,6,5,1,5,3,0,3,0
32,2,485,2,2,1,2,0,1,56,1,0,8,2,1,241,95,1,1,3,0,2,0,3,2,2,3,2,0,2,1
13,2,609,1,0,3,3,2,1,57,2,0,6,1,2,190,958,1,0,6,0,1,0,1,4,2,1,1,1,0,0
8,2,852,2,22,2,2,2,0,17,1,1,7,3,1,500,1119,7,1,8,0,2,1,5,2,1,2,2,0,0,0
15,1,462,1,28,3,3,0,0,24,1,1,6,2,2,575,54,1,0,11,1,1,0,14,4,2,13,7,3,8,1
7,0,373,1,4,1,1,1,1,55,3,1,0,0,0,473,937,1,0,1,0,3,2,6,2,2,6,3,1,5,0
30,2,869,1,19,3,3,3,1,21,2,0,6,2,1,107,200,4,0,6,0,0,2,13,2,1,0,0,0,0,0
14,2,509,2,6,2,1,3,1,61,1,1,7,2,1,750,858,1,0,3,0,2,1,13,3,1,13,8,4,8,0
17,2,796,2,16,3,1,2,1,64,2,1,7,0,1,1020,1094,3,1,4,0,3,3,15,2,2,7,7,1,7,0
9,2,808,1,10,0,1,1,1,61,2,0,2,0,1,66,330,0,0,3,0,1,0,6,3,3,5,0,1,4,0
11,1,299,1,19,0,3,3,1,10,2,0,2,3,1,446,291,1,0,2,0,1,0,11,3,3,11,8,3,10,0
20,2,716,2,13,2,1,2,1,50,2,1,7,1,1,1063,603,0,0,0,0,3,1,10,3,2,9,8,7,7,0
16,2,364,1,5,3,4,0,0,11,2,1,6,2,2,634,612,1,0,3,0,2,0,16,3,2,16,13,2,10,0
21,2,403,2,23,0,2,1,0,30,1,3,7,3,1,1156,391,0,0,0,0,0,1,21,2,1,20,9,9,6,0
41,2,846,2,24,2,1,0,0,69,2,2,7,0,2,953,16,7,0,0,0,3,0,28,3,1,21,16,7,9,0
19,2,334,2,0,3,1,0,1,16,1,2,7,2,1,1109,740,5,0,0,0,2,0,17,2,0,14,1,11,7,1
29,1,79,2,2,2,3,3,0,19,2,3,7,2,0,1203,481,9,1,1,0,3,2,28,2,1,22,2,11,13,0
14,2,280,1,0,2,1,1,1,36,2,1,6,1,1,831,312,1,0,6,0,1,2,10,3,2,10,4,0,9,0
20,2,611,1,28,2,5,3,1,24,2,1,4,3,1,835,116,3,0,7,0,0,1,9,3,0,7,7,1,7,0
4,2,181,1,6,0,1,3,1,45,2,0,6,1,2,184,1383,1,1,12,1,0,0,1,2,2,1,0,0,0,1
17,0,74,1,7,3,1,2,0,22,2,1,0,2,1,498,594,1,0,1,0,3,1,15,5,2,14,11,2,9,0
23,2,514,2,5,2,2,3,1,5,2,2,7,2,2,1027,791,1,0,1,0,1,0,10,3,2,10,8,8,7,0
17,2,536,1,6,2,4,2,1,29,2,2,4,2,2,1078,965,3,0,10,1,1,0,17,3,3,8,5,1,6,0
9,2,325,1,0,1,1,2,0,38,2,2,4,0,1,938,233,1,0,0,0,3,0,9,3,2,9,7,0,7,0
8,2,471,1,5,2,4,2,0,16,1,0,6,1,1,153,1238,1,0,8,0,2,0,5,3,1,5,4,4,3,0
31,2,452,1,0,2,1,2,1,6,2,3,3,2,2,1219,1176,4,0,3,0,0,0,23,2,2,8,7,0,0,0
21,2,483,1,8,1,3,0,1,57,2,1,4,0,1,685,602,1,0,14,1,3,1,10,3,2,10,0,7,9,0
14,2,173,1,24,3,1,0,1,57,2,0,2,3,2,281,922,1,1,13,1,2,0,1,2,0,1,0,0,1,1
16,2,754,1,1,3,1,3,1,32,1,0,6,2,0,269,370,3,0,1,0,2,1,14,3,2,7,3,5,7,0
11,1,153,1,13,0,4,2,0,54,2,2,0,3,2,948,1215,0,1,1,0,0,0,9,1,2,8,7,7,7,1
21,2,226,1,0,0,1,3,0,35,1,3,4,3,1,1162,293,1,0,5,0,2,1,21,3,2,21,6,11,8,0
19,2,679,1,4,1,3,3,1,31,2,1,4,3,0,844,1230,7,0,5,0,2,2,8,2,1,6,2,0,4,0
22,2,261,1,1,2,1,2,1,68,2,1,6,3,2,603,1178,1,0,2,0,2,0,9,4,2,9,8,8,8,0
2,2,407,2,8,0,1,3,1,24,2,0,8,0,2,261,1101,1,0,0,0,0,0,2,3,2,2,2,0,2,0
32,2,477,2,0,3,3,3,0,38,2,4,3,3,0,1327,1288,3,0,0,0,2,1,32,3,1,7,0,0,6,0
33,2,378,1,5,2,1,0,1,21,2,4,5,2,2,1328,261,7,0,2,0,2,0,23,5,2,20,18,15,15,0
32,2,145,1,0,2,3,2,1,56,1,0,2,2,1,430,74,2,0,4,0,3,1,5,2,1,3,2,0,2,0
34,0,397,1,18,3,3,3,1,11,2,0,6,3,1,521,1409,0,0,7,0,0,1,5,3,2,4,3,1,2,0
13,1,476,1,0,0,1,2,0,66,2,1,4,0,1,498,538,1,0,1,0,2,1,4,1,2,4,3,0,3,0
31,2,224,1,15,2,3,3,0,44,2,0,2,0,0,216,1330,4,1,5,0,1,1,17,2,1,2,2,2,2,0
37,2,7,2,0,1,1,0,1,40,2,2,7,3,1,1080,926,3,0,3,0,3,1,24,4,2,1,0,1,0,0
35,2,698,2,1,3,1,0,0,48,1,3,3,3,1,1221,1154,2,0,5,0,2,0,31,3,2,25,8,3,7,0
19,2,435,1,6,3,3,3,1,48,2,1,6,0,1,525,671,5,1,11,1,2,1,16,2,2,5,3,0,4,0
20,2,427,2,9,3,2,2,1,43,1,2,7,2,0,1007,203,0,1,3,0,1,2,9,2,2,8,7,2,7,0
15,2,300,1,24,2,1,3,1,14,1,1,4,1,2,535,1289,1,0,2,0,3,0,5,2,2,5,3,0,2,0
17,2,787,1,6,1,1,2,1,33,1,0,2,3,1,244,333,1,0,7,0,3,1,1,5,1,1,0,0,1,0
13,2,608,2,9,1,3,2,0,56,2,1,7,3,0,877,1042,2,1,0,0,3,1,8,2,2,5,2,1,4,0
21,0,720,2,20,3,1,0,0,2,0,1,7,2,1,778,105,6,0,8,0,2,1,10,1,2,3,2,1,2,0
18,2,201,1,1,3,1,2,0,23,2,1,4,1,2,735,13,9,1,0,0,3,0,18,2,2,16,14,5,12,0
8,2,856,1,15,3,3,0,1,15,2,0,2,1,0,156,702,2,1,2,0,3,1,5,2,2,3,2,0,2,1
9,1,565,2,7,2,1,3,1,7,2,2,7,2,2,1006,43,1,0,4,0,3,0,9,0,2,9,8,1,7,0
14,1,639,1,15,0,1,1,0,42,0,0,6,0,2,459,147,1,1,11,1,1,0,10,5,2,10,2,6,7,1
13,2,356,1,6,3,1,3,1,18,2,1,2,3,0,800,436,3,0,11,1,3,1,10,3,1,7,7,1,7,0
4,0,637,1,15,1,3,3,1,66,3,0,2,3,0,319,310,1,1,2,0,1,2,1,2,1,1,0,0,0,0
10,2,566,1,8,2,3,2,0,47,2,0,6,2,0,158,454,5,0,7,0,1,1,6,2,2,2,2,2,2,0
16,2,658,1,0,1,3,0,1,64,2,1,4,1,1,537,905,1,0,4,0,2,0,5,2,2,5,2,1,3,0
24,1,270,1,28,1,1,0,0,62,2,1,6,2,0,585,629,2,0,0,0,1,1,19,3,2,5,4,0,2,0
9,2,632,1,2,3,3,0,1,24,1,0,6,3,2,47,751,0,0,2,0,3,0,5,0,2,4,2,1,1,0
10,2,344,1,0,2,5,3,1,54,2,0,6,0,2,57,148,2,0,0,0,1,0,5,2,1,3,2,1,2,0
36,2,41,1,9,2,3,2,0,47,2,1,4,0,2,560,1340,6,1,8,0,3,0,9,3,2,5,2,1,4,0
6,2,428,1,0,1,1,1,1,15,1,1,0,2,2,596,700,1,0,1,0,1,0,4,2,1,4,3,1,2,0
34,0,306,2,28,3,1,0,1,10,2,0,8,3,0,402,1024,2,0,4,0,1,2,16,3,1,9,8,0,0,0
22,1,439,1,1,1,3,2,0,8,3,1,0,1,1,517,457,1,0,13,1,3,1,8,2,2,8,7,3,7,0
18,2,58,1,6,3,4,1,1,35,2,0,6,3,2,606,1237,2,0,7,0,2,0,8,6,2,6,2,0,1,0
18,2,517,1,2,1,1,0,0,9,2,0,2,3,0,293,24,5,0,11,1,0,1,7,2,2,1,0,0,0,0
29,1,400,2,26,1,1,1,0,47,3,1,7,2,2,853,492,4,1,1,0,3,0,8,2,2,5,4,1,3,1
11,2,627,1,27,3,1,2,0,63,2,0,6,3,0,192,1424,4,0,11,1,0,1,11,1,2,7,5,1,7,0
24,2,690,1,1,2,3,2,1,38,1,0,2,1,1,638,1285,4,0,3,0,1,1,4,3,2,1,0,0,0,0
9,2,330,1,3,2,1,1,0,46,2,0,6,2,2,131,912,1,0,8,0,2,0,1,2,2,1,1,0,0,0
39,2,150,1,23,1,1,2,1,53,3,2,0,3,0,1036,1247,3,1,5,0,1,1,12,2,0,5,3,1,4,0
18,2,520,2,0,1,1,1,1,26,2,1,7,3,1,828,35,1,1,3,0,3,1,18,1,1,18,14,4,11,0
25,2,736,1,1,1,3,3,0,42,3,0,6,2,0,229,1150,1,0,1,0,3,2,6,3,1,5,3,1,4,0
22,1,314,1,8,3,3,1,0,58,2,2,5,2,2,1185,680,9,0,6,0,2,0,20,3,1,18,7,2,13,0
17,1,25,1,1,2,3,1,0,7,2,1,2,1,2,558,801,5,0,0,0,3,0,10,5,2,6,2,1,2,0
20,1,354,1,28,4,1,3,0,20,2,1,2,3,2,167,195,1,0,0,0,3,0,10,2,2,10,3,9,9,0
22,2,422,2,1,1,2,3,0,16,2,1,7,1,0,776,1188,7,0,1,0,2,2,8,5,2,5,4,1,3,0
2,2,797,1,9,0,3,3,1,2,2,0,6,2,2,0,1426,1,1,0,0,3,0,1,5,2,1,0,1,1,1
24,2,67,1,0,3,1,1,0,65,2,0,2,0,0,212,1070,3,0,5,0,1,1,8,5,2,5,2,1,2,0
15,1,630,2,4,0,1,1,1,31,2,1,7,3,1,1071,987,6,0,2,0,0,0,8,2,3,5,4,1,2,0
9,1,441,2,1,0,1,3,1,13,0,1,7,3,2,674,1060,3,0,9,1,1,0,8,3,2,6,2,0,0,0
26,2,761,1,6,2,3,1,0,1,2,4,5,3,0,1302,84,0,1,3,0,3,1,23,4,1,22,7,1,10,0
28,2,189,2,2,0,2,0,1,22,2,3,3,2,1,1268,775,3,0,1,0,3,1,23,3,2,12,9,4,9,0
6,2,803,2,9,3,2,3,0,47,2,1,7,2,0,522,227,1,1,1,0,3,1,5,2,3,5,2,0,3,0
10,2,210,1,20,2,3,2,1,12,2,0,6,3,1,255,270,1,0,0,0,2,1,5,2,0,5,2,0,2,0
6,2,90,0,21,0,0,3,1,28,0,0,1,2,1,20,554,1,0,0,0,2,1,1,2,2,1,0,0,0,1
